2026-03-01 11:17:41 | INFO | value_context_rag.utils.config | Loading config from configs/deberta_sentence.yaml
2026-03-01 12:19:27 | INFO | value_context_rag.models.training | Context budgets: max_length=1024 doc_budget=n/a kb_budget=n/a
2026-03-01 12:19:27 | INFO | value_context_rag.data.dataset | Loading split test
2026-03-01 12:19:45 | INFO | value_context_rag.models.training | Saved predictions to results/predictions/deberta_sentence_no_rag_seed1701.jsonl
2026-03-01 12:19:45 | INFO | value_context_rag.models.training | Saved metrics to results/logs/deberta_sentence_no_rag_seed1701_test_metrics.json
2026-03-01 12:19:45 | INFO | __main__ | Test metrics - macro_f1=0.2540 micro_f1=0.3184
2026-03-01 12:19:45 | INFO | __main__ | ================================================================================
2026-03-01 12:19:47 | INFO | value_context_rag.utils.config | Loading config from configs/deberta_sentence_rag.yaml
2026-03-01 12:19:47 | INFO | value_context_rag.utils.seed | Setting random seeds
2026-03-01 12:19:47 | INFO | __main__ | ================================================================================
2026-03-01 12:19:47 | INFO | __main__ | Starting DeBERTa training with config configs/deberta_sentence_rag.yaml
2026-03-01 12:19:47 | INFO | __main__ | Run: model=deberta context=sentence rag=True seed=1701 eval=True dry_run=False
2026-03-01 12:19:47 | INFO | value_context_rag.utils.seed | Setting random seeds
2026-03-01 12:19:47 | INFO | value_context_rag.models.training | Loading dataset splits
2026-03-01 12:19:47 | INFO | value_context_rag.data.dataset | Loading split training
2026-03-01 12:19:47 | INFO | value_context_rag.data.dataset | Loading split validation
2026-03-01 12:19:47 | INFO | value_context_rag.kb.retriever | Loaded 58 KB chunks from data/kb/kb_chunks.jsonl
